"","communication_channel","call_duration","call_frequency","previous_campaign_outcome","conversion_status","geoid","lead_source","update_me","quater_res","len_business"
"18242","mobile",177,4,"unsuccessful","not_converted","CT","Olark Chat","Y","2024 Q2",19
"18244","unidentified",620,1,"unidentified","not_converted","OH","Olark Chat","Y","2023 Q3",0
"18245","mobile",170,2,"unidentified","not_converted","LA","Organic Search","N","2023 Q3",0
"18247","mobile",235,2,"unidentified","not_converted","RI","","N","2023 Q1",0
"18248","mobile",639,1,"unsuccessful","converted","TX","Google","N","2023 Q4",10
"18249","mobile",206,3,"unidentified","not_converted","IL","Direct Traffic","Y","2024 Q1",0
"18250","landline",27,1,"unidentified","not_converted","LA","Direct Traffic","N","2023 Q3",15
"18251","unidentified",775,3,"unidentified","converted","KS","Direct Traffic","N","2024 Q1",20
"18252","mobile",620,3,"unidentified","converted","NC","Direct Traffic","Y","2024 Q2",0
"18253","mobile",282,4,"unidentified","not_converted","CT","Organic Search","N","2023 Q3",1
"18254","mobile",430,1,"successful","converted","IN","Direct Traffic","N","2023 Q2",8
"18255","unidentified",254,1,"unidentified","not_converted","PA","Google","N","2023 Q1",0
"18256","mobile",209,4,"unidentified","not_converted","MT","Organic Search","Y","2023 Q2",0
"18257","mobile",9,25,"unidentified","not_converted","ME","Olark Chat","N","2023 Q3",19
"18258","landline",270,1,"unidentified","converted","NY","Google","N","2023 Q4",0
"18259","mobile",63,2,"unidentified","not_converted","GA","Olark Chat","N","2024 Q2",1
"18260","mobile",568,1,"unsuccessful","converted","UT","Olark Chat","Y","2023 Q2",0
"18262","unidentified",267,2,"unidentified","not_converted","PA","Olark Chat","Y","2023 Q4",8
"18263","mobile",553,2,"unidentified","not_converted","SD","Google","N","2023 Q1",19
"18264","unidentified",466,2,"unidentified","not_converted","VT","Reference","N","2023 Q2",0
"18265","mobile",347,2,"unsuccessful","converted","NM","Olark Chat","Y","2024 Q1",5
"18266","mobile",136,1,"unidentified","not_converted","CO","Olark Chat","N","2024 Q1",14
"18267","mobile",389,1,"unidentified","not_converted","SC","Organic Search","Y","2024 Q2",14
"18268","mobile",144,1,"unidentified","not_converted","VA","Olark Chat","N","2023 Q1",0
"18269","mobile",216,2,"unidentified","not_converted","LA","Direct Traffic","N","2024 Q1",7
"18270","landline",108,4,"unidentified","not_converted","TX","Organic Search","Y","2024 Q1",0
"18271","mobile",323,4,"unidentified","not_converted","CA","Olark Chat","Y","2023 Q4",12
"18272","mobile",103,1,"unidentified","not_converted","ND","Google","Y","2023 Q4",0
"18273","landline",26,2,"unsuccessful","not_converted","IA","Olark Chat","Y","2023 Q1",7
"18274","landline",49,4,"unidentified","not_converted","CA","Direct Traffic","N","2024 Q1",0
"18275","mobile",73,1,"unsuccessful","not_converted","VA","Olark Chat","Y","2023 Q3",18
"18276","unidentified",147,1,"unidentified","not_converted","CO","Organic Search","N","2023 Q3",9
"18277","mobile",244,2,"unidentified","not_converted","WA","Organic Search","N","2023 Q1",14
"18279","mobile",57,6,"unidentified","not_converted","NY","Olark Chat","N","2023 Q1",17
"18280","mobile",200,4,"unidentified","not_converted","PA","Olark Chat","Y","2023 Q3",11
"18281","mobile",809,1,"successful","converted","DC","Google","Y","2024 Q1",0
"18282","mobile",147,4,"unidentified","not_converted","TX","Reference","N","2024 Q1",7
"18284","unidentified",97,3,"unidentified","not_converted","IL","Direct Traffic","Y","2024 Q2",3
"18285","mobile",240,3,"unidentified","not_converted","MN","Direct Traffic","Y","2024 Q2",13
"18286","mobile",139,1,"unsuccessful","not_converted","DC","Direct Traffic","N","2023 Q2",0
"18287","unidentified",269,2,"unidentified","not_converted","OK","Direct Traffic","N","2023 Q1",18
"18289","unidentified",95,2,"unidentified","not_converted","IA","Direct Traffic","Y","2024 Q1",0
"18290","mobile",186,2,"unidentified","not_converted","KS","Olark Chat","N","2023 Q1",8
"18291","landline",141,4,"other_outcome","not_converted","AR","Organic Search","N","2024 Q2",6
"18292","mobile",351,3,"unidentified","converted","TX","Direct Traffic","N","2023 Q3",18
"18293","mobile",172,1,"unidentified","not_converted","TX","Direct Traffic","N","2023 Q2",0
"18294","unidentified",269,1,"unidentified","not_converted","CO","Olark Chat","N","2024 Q2",10
"18295","unidentified",107,2,"unidentified","not_converted","TX","Referral Sites","N","2023 Q2",10
"18296","mobile",1020,1,"unidentified","not_converted","ID","Direct Traffic","Y","2023 Q1",0
"18297","mobile",226,2,"unidentified","not_converted","NJ","Reference","N","2023 Q4",8
"18298","mobile",273,1,"other_outcome","converted","TX","Organic Search","N","2023 Q2",8
"18299","mobile",348,1,"unidentified","converted","TX","Reference","Y","2023 Q4",0
"18300","unidentified",206,1,"unidentified","not_converted","WY","Organic Search","N","2023 Q2",14
"18301","mobile",342,1,"unidentified","not_converted","OH","Direct Traffic","Y","2023 Q1",0
"18302","mobile",198,1,"unidentified","not_converted","IL","Reference","N","2024 Q2",0
"18303","unidentified",335,1,"unidentified","not_converted","VA","Direct Traffic","N","2023 Q3",11
"18304","unidentified",163,3,"unidentified","not_converted","OH","Organic Search","N","2023 Q1",0
"18305","mobile",147,1,"unidentified","not_converted","FL","Direct Traffic","N","2024 Q2",0
"18306","mobile",93,3,"unsuccessful","not_converted","PA","Organic Search","N","2023 Q2",13
"18307","mobile",165,1,"unidentified","not_converted","IA","Olark Chat","N","2024 Q2",8
"18308","mobile",199,2,"unidentified","not_converted","WA","Google","N","2023 Q4",0
"18309","unidentified",56,3,"unidentified","not_converted","LA","Google","N","2024 Q1",6
"18310","unidentified",524,2,"unidentified","not_converted","VT","Reference","N","2023 Q2",18
"18311","unidentified",630,2,"unidentified","not_converted","NH","Direct Traffic","Y","2024 Q2",14
"18312","mobile",55,4,"unidentified","not_converted","CA","Direct Traffic","N","2023 Q2",8
"18314","mobile",151,1,"unidentified","not_converted","CA","Organic Search","Y","2023 Q3",1
"18315","mobile",1042,5,"unsuccessful","converted","CO","Direct Traffic","N","2023 Q2",12
"18316","mobile",299,2,"unidentified","not_converted","WA","Google","N","2023 Q4",0
"18317","mobile",222,3,"unidentified","not_converted","IA","Direct Traffic","Y","2023 Q4",20
"18318","landline",42,1,"unidentified","not_converted","NC","Olark Chat","N","2024 Q2",7
"18319","landline",29,4,"unidentified","not_converted","LA","Google","Y","2023 Q2",0
"18320","mobile",119,6,"unidentified","not_converted","ME","Direct Traffic","N","2023 Q4",6
"18321","unidentified",285,1,"unidentified","not_converted","NV","Direct Traffic","N","2024 Q1",6
"18322","mobile",308,2,"unidentified","not_converted","LA","Facebook","N","2023 Q1",2
"18323","mobile",362,2,"unidentified","not_converted","ID","Google","Y","2023 Q3",1
"18324","mobile",344,4,"unidentified","not_converted","LA","Olark Chat","N","2023 Q4",0
"18325","mobile",273,1,"unidentified","not_converted","AZ","Direct Traffic","Y","2023 Q3",4
"18327","mobile",156,4,"unidentified","not_converted","MN","Direct Traffic","N","2024 Q2",13
"18328","unidentified",111,4,"unidentified","not_converted","TX","Google","N","2024 Q2",19
"18329","unidentified",103,2,"unidentified","not_converted","NC","google","N","2023 Q3",12
"18330","mobile",62,4,"unidentified","not_converted","PA","Google","Y","2024 Q1",0
"18332","unidentified",579,4,"unidentified","not_converted","MI","Olark Chat","Y","2023 Q4",5
"18333","mobile",97,1,"unsuccessful","not_converted","TX","Olark Chat","Y","2024 Q2",12
"18334","mobile",632,2,"unidentified","not_converted","OR","Olark Chat","N","2023 Q3",10
"18336","mobile",17,5,"unidentified","not_converted","CO","Direct Traffic","Y","2023 Q1",13
"18337","mobile",169,2,"unidentified","not_converted","WV","Direct Traffic","N","2024 Q2",17
"18338","unidentified",27,1,"unidentified","not_converted","OK","Direct Traffic","N","2023 Q3",0
"18339","mobile",169,2,"unidentified","not_converted","ID","Organic Search","N","2023 Q4",0
"18341","mobile",431,1,"unidentified","not_converted","MN","Olark Chat","N","2023 Q3",2
"18342","unidentified",486,2,"unidentified","not_converted","NC","Olark Chat","N","2023 Q2",1
"18343","mobile",171,1,"unidentified","not_converted","VT","Google","Y","2023 Q4",0
"18344","mobile",532,2,"other_outcome","converted","VA","Olark Chat","N","2023 Q4",8
"18345","mobile",225,1,"successful","not_converted","AL","Olark Chat","Y","2024 Q1",6
"18346","mobile",250,2,"unidentified","not_converted","CA","Olark Chat","N","2024 Q2",2
"18347","unidentified",55,2,"unidentified","not_converted","HI","Direct Traffic","N","2023 Q3",16
"18348","mobile",226,1,"unidentified","not_converted","LA","Direct Traffic","Y","2023 Q2",1
"18349","landline",267,2,"unidentified","not_converted","NY","Olark Chat","N","2023 Q2",0
"18350","unidentified",170,2,"unidentified","not_converted","FL","Olark Chat","N","2023 Q4",17
"18351","mobile",160,1,"other_outcome","converted","AK","Direct Traffic","N","2024 Q1",5
"18352","mobile",57,2,"unidentified","not_converted","CO","Organic Search","N","2023 Q3",0
"18353","mobile",8,2,"unsuccessful","not_converted","VA","Olark Chat","N","2023 Q3",19
"18354","mobile",50,5,"unidentified","not_converted","LA","Facebook","N","2023 Q3",12
"18356","mobile",174,1,"unidentified","not_converted","LA","Organic Search","Y","2023 Q1",0
"18357","mobile",525,2,"unidentified","not_converted","NE","Direct Traffic","N","2023 Q3",19
"18358","mobile",83,4,"unidentified","not_converted","ME","Organic Search","N","2024 Q2",16
"18359","unidentified",643,1,"unidentified","not_converted","TX","Google","N","2023 Q3",8
"18360","mobile",104,1,"unidentified","not_converted","TX","Olark Chat","Y","2023 Q4",0
"18361","mobile",508,1,"unidentified","converted","CA","Referral Sites","Y","2023 Q1",2
"18362","mobile",75,1,"unsuccessful","not_converted","MN","Google","N","2023 Q2",13
"18363","landline",12,5,"unidentified","not_converted","AL","Reference","N","2023 Q2",14
"18365","mobile",491,2,"unsuccessful","converted","NV","Olark Chat","N","2023 Q3",13
"18366","landline",94,2,"unidentified","not_converted","MN","Olark Chat","N","2023 Q1",0
"18367","mobile",170,6,"unidentified","not_converted","WA","Organic Search","N","2024 Q2",9
"18368","mobile",135,2,"unsuccessful","not_converted","RI","Olark Chat","Y","2023 Q1",0
"18369","mobile",106,1,"unsuccessful","not_converted","MT","Google","N","2023 Q3",0
"18370","unidentified",1012,1,"unidentified","converted","NM","Direct Traffic","N","2023 Q4",14
"18371","mobile",604,1,"unidentified","converted","WV","Organic Search","N","2023 Q2",16
"18373","mobile",314,3,"unidentified","not_converted","ID","Google","Y","2023 Q1",0
"18374","unidentified",175,2,"unidentified","not_converted","CT","Organic Search","N","2023 Q1",7
"18375","mobile",268,1,"unidentified","not_converted","PA","Google","N","2023 Q2",2
"18376","unidentified",36,4,"unidentified","not_converted","TX","Google","N","2023 Q3",0
"18377","mobile",315,2,"unidentified","not_converted","HI","Olark Chat","Y","2023 Q2",20
"18378","mobile",352,1,"unidentified","not_converted","MD","Olark Chat","Y","2023 Q4",0
"18379","mobile",114,2,"unidentified","not_converted","HI","Google","N","2023 Q3",0
"18380","mobile",258,1,"unidentified","not_converted","TX","Google","Y","2023 Q3",10
"18381","mobile",438,2,"unidentified","converted","RI","Olark Chat","Y","2023 Q3",16
"18382","unidentified",170,1,"unidentified","not_converted","FL","Olark Chat","Y","2023 Q4",0
"18383","unidentified",65,2,"unidentified","not_converted","VT","Organic Search","Y","2023 Q1",0
"18384","landline",361,14,"unidentified","not_converted","IL","Olark Chat","N","2023 Q4",11
"18386","unidentified",1023,3,"unidentified","converted","VT","Direct Traffic","N","2024 Q2",14
"18387","mobile",56,4,"unidentified","not_converted","WI","Facebook","N","2024 Q2",0
"18388","mobile",77,3,"unidentified","not_converted","NY","Google","N","2023 Q2",0
"18390","mobile",641,6,"unidentified","converted","NV","Google","N","2024 Q1",4
"18391","unidentified",43,1,"unidentified","not_converted","LA","Google","N","2023 Q1",8
"18392","mobile",469,7,"unidentified","not_converted","TX","Google","N","2024 Q2",6
"18393","mobile",401,4,"unidentified","not_converted","NC","Google","N","2024 Q2",0
"18394","mobile",147,2,"unsuccessful","not_converted","WA","Direct Traffic","N","2023 Q3",6
"18395","unidentified",82,1,"unidentified","not_converted","WV","Olark Chat","Y","2023 Q4",12
"18396","mobile",109,3,"unidentified","not_converted","WV","Google","Y","2023 Q1",0
"18397","mobile",58,2,"unidentified","not_converted","OR","Google","Y","2023 Q4",14
"18398","mobile",112,1,"unidentified","not_converted","NE","Organic Search","N","2024 Q2",0
"18399","unidentified",140,1,"unidentified","not_converted","NE","Olark Chat","Y","2023 Q1",0
"18400","mobile",258,2,"other_outcome","not_converted","CO","Olark Chat","N","2023 Q2",20
"18401","unidentified",257,2,"unidentified","not_converted","MA","Google","N","2024 Q2",9
"18402","mobile",303,2,"unidentified","not_converted","HI","Organic Search","N","2023 Q2",4
"18403","unidentified",132,1,"unidentified","not_converted","AK","Direct Traffic","Y","2023 Q1",13
"18404","mobile",589,2,"unidentified","not_converted","LA","Olark Chat","N","2023 Q4",0
"18405","mobile",172,1,"unidentified","not_converted","UT","Direct Traffic","N","2023 Q2",9
"18406","mobile",249,1,"unidentified","not_converted","NC","Reference","Y","2023 Q4",10
"18407","landline",81,1,"unidentified","not_converted","CA","Google","N","2023 Q3",17
"18409","unidentified",1080,5,"unidentified","not_converted","FL","Olark Chat","N","2023 Q2",0
"18410","mobile",293,1,"unidentified","not_converted","TN","Direct Traffic","N","2024 Q1",12
"18411","mobile",207,4,"unidentified","not_converted","LA","Google","N","2023 Q2",3
"18413","mobile",96,2,"unidentified","not_converted","KS","Welingak Website","N","2024 Q1",2
"18414","landline",494,1,"unidentified","converted","MA","google","Y","2023 Q2",8
"18415","mobile",54,8,"unidentified","not_converted","NJ","Google","N","2023 Q2",14
"18416","mobile",87,3,"unidentified","not_converted","CO","Organic Search","Y","2023 Q2",0
"18417","mobile",388,1,"unidentified","not_converted","WA","Direct Traffic","N","2023 Q1",4
"18418","mobile",45,1,"unidentified","not_converted","OH","Olark Chat","Y","2023 Q3",0
"18419","unidentified",181,1,"unidentified","not_converted","AL","Google","Y","2023 Q3",11
"18420","mobile",1217,4,"unidentified","not_converted","TN","Direct Traffic","N","2023 Q2",8
"18422","unidentified",761,3,"unidentified","not_converted","MN","Reference","N","2024 Q2",6
"18423","mobile",108,1,"unidentified","not_converted","NJ","Olark Chat","N","2024 Q2",0
"18424","mobile",215,2,"unidentified","not_converted","TX","Direct Traffic","N","2024 Q1",0
"18425","mobile",139,4,"unidentified","not_converted","AR","Direct Traffic","N","2023 Q4",4
"18428","mobile",111,5,"unidentified","not_converted","TX","Referral Sites","N","2023 Q4",9
"18429","mobile",154,4,"unidentified","not_converted","FL","Olark Chat","N","2023 Q2",4
"18430","unidentified",860,2,"unidentified","converted","MD","Direct Traffic","N","2023 Q2",0
"18431","mobile",120,4,"unsuccessful","not_converted","MO","Google","Y","2024 Q2",15
"18432","mobile",54,1,"unidentified","not_converted","NJ","Direct Traffic","Y","2024 Q1",9
"18433","mobile",21,10,"unidentified","not_converted","OK","Google","N","2023 Q4",9
"18434","mobile",273,2,"unidentified","not_converted","CA","Direct Traffic","N","2024 Q2",12
"18435","unidentified",241,2,"unidentified","not_converted","MS","Google","Y","2024 Q2",13
"18436","mobile",91,3,"unidentified","not_converted","OK","Olark Chat","Y","2023 Q1",15
